timestamp,longitude,latitude,speed,direction
2019-01-01T00:51:23.000Z,158.625578,-28.806442,33,11390
2019-01-01T01:15:35.000Z,158.748875,-28.855068,32,11410
2019-01-01T01:15:59.000Z,158.75089,-28.855868,32,11450
2019-01-01T01:21:06.000Z,158.77651699999996,-28.866092,32,11410
2019-01-01T01:26:47.000Z,158.80525,-28.877625,32,11530
2019-01-01T01:48:16.000Z,158.91319199999995,-28.921342,32,11550
2019-01-01T01:49:47.000Z,158.920677,-28.924455,32,11490
2019-01-01T01:55:05.000Z,158.947363,-28.935268,32,11420
2019-01-01T02:24:30.000Z,159.095753,-28.99455,32,11400
2019-01-01T02:31:35.000Z,159.131292,-29.008807,31,11480
2019-01-01T02:59:23.000Z,159.27123500000005,-29.06469,32,11470
2019-01-01T03:05:04.000Z,159.299687,-29.076202,32,11500
2019-01-01T03:32:46.000Z,159.440512,-29.125997,32,10990
2019-01-01T03:37:17.000Z,159.46376999999995,-29.133583,32,11100
2019-01-01T03:37:47.000Z,159.46634,-29.13442,31,11050
2019-01-01T04:11:17.000Z,159.64036299999995,-29.188045,32,10920
2019-01-01T04:43:00.000Z,159.805082,-29.23716,31,10920
2019-01-01T04:43:53.000Z,159.80974799999996,-29.238563,31,10970
2019-01-01T04:49:04.000Z,159.836675,-29.246643,31,10930
2019-01-01T05:20:23.000Z,159.991937,-29.3029,30,11570
2019-01-01T05:22:52.000Z,160.003883,-29.307692,30,11450
2019-01-01T05:25:40.000Z,160.017202,-29.313202,30,11440
2019-01-01T05:52:29.000Z,160.146917,-29.364878000000004,30,11440
2019-01-01T05:57:30.000Z,160.171115,-29.374413,30,11380
2019-01-01T06:02:42.000Z,160.196393,-29.384353000000004,30,11360
2019-01-01T06:27:40.000Z,160.31734699999996,-29.43103,30,11380
2019-01-01T06:28:24.000Z,160.320808,-29.432332,30,11330
2019-01-01T06:33:29.000Z,160.345333,-29.441712,30,11360
2019-01-01T06:37:52.000Z,160.366498,-29.449992,30,11310
2019-01-01T07:01:00.000Z,160.479028,-29.491472,30,11150
2019-01-01T07:06:06.000Z,160.503805,-29.500497,30,11230
2019-01-01T07:11:10.000Z,160.528798,-29.50951,30,11250
2019-01-01T07:39:05.000Z,160.66804,-29.559468,31,11110
2019-01-01T07:44:47.000Z,160.69646699999996,-29.56949,31,11200
2019-01-01T08:10:47.000Z,160.82548799999995,-29.614882,30,11280
2019-01-01T08:11:28.000Z,160.828833,-29.616087,31,11260
2019-01-01T08:16:46.000Z,160.85519,-29.625568,30,11390
2019-01-01T08:46:59.000Z,161.00551000000004,-29.681163,31,11410
2019-01-01T08:48:48.000Z,161.014578,-29.684645,31,11410
2019-01-01T08:52:05.000Z,161.03099,-29.690995,31,11430
2019-01-01T08:54:41.000Z,161.043882,-29.696085,31,11530
2019-01-01T09:23:11.000Z,161.184025,-29.750572,31,11350
2019-01-01T09:28:18.000Z,161.20930800000005,-29.759848,31,11280
2019-01-01T09:56:29.000Z,161.351382,-29.810835,31,11360
2019-01-01T10:02:06.000Z,161.379287,-29.821682,31,11510
2019-01-01T10:31:52.000Z,161.52741799999995,-29.880032,32,11460
2019-01-01T10:48:29.000Z,161.610393,-29.913707,32,11450
2019-01-01T10:54:23.000Z,161.640245,-29.925698,32,11490
2019-01-01T11:06:53.000Z,161.703002,-29.951635,32,11540
2019-01-01T11:11:59.000Z,161.728852,-29.961777,32,11430
2019-01-01T11:24:29.000Z,161.792202,-29.986037,31,11380
2019-01-01T11:29:36.000Z,161.817977,-29.99585,31,11300
2019-01-01T11:40:29.000Z,161.872867,-30.016928000000004,31,11360
2019-01-01T11:58:53.000Z,161.96576299999995,-30.05223,31,11450
2019-01-01T12:04:05.000Z,161.991603,-30.062048,31,11310
2019-01-01T12:17:59.000Z,162.061212,-30.088082,31,11400
2019-01-01T12:23:34.000Z,162.089192,-30.098578000000003,31,11300
2019-01-01T12:36:12.000Z,162.152412,-30.121608,30,11210
2019-01-01T12:41:17.000Z,162.177625,-30.130452,30,11180
2019-01-01T12:51:47.000Z,162.229532,-30.148978000000003,30,11290
2019-01-01T12:56:48.000Z,162.254155,-30.158137,30,11400
