timestamp,longitude,latitude,speed,direction
2020-04-29T20:18:57.000Z,30.636605,32.643517,32,30960
2020-04-29T20:26:28.000Z,30.60361,32.66679,32,31020
2020-04-29T20:33:46.000Z,30.571643,32.689623,32,31020
2020-04-29T20:36:57.000Z,30.557673,32.699673,32,31020
2020-04-29T20:41:15.000Z,30.538865,32.713243,32,31050
2020-04-29T20:45:10.000Z,30.52178,32.725413,32,30970
2020-04-29T20:46:45.000Z,30.514683,32.730343,32,30970
2020-04-29T20:48:57.000Z,30.505082,32.737207,32,31020
2020-04-29T20:51:04.000Z,30.49588,32.743735,32,31020
2020-04-29T20:53:03.000Z,30.487175,32.749962,32,31020
2020-04-29T20:55:04.000Z,30.478423,32.756246999999995,32,31030
2020-04-29T20:56:45.000Z,30.47095,32.761548,32,31030
2020-04-29T20:59:10.000Z,30.460492,32.768903,32,30930
2020-04-29T21:02:52.000Z,30.444157,32.780292,32,30880
2020-04-29T21:06:59.000Z,30.425743,32.792584999999995,32,30830
2020-04-29T21:09:15.000Z,30.415292,32.799562,32,30820
2020-04-29T21:10:58.000Z,30.407593,32.804653,32,30810
2020-04-29T21:12:34.000Z,30.400247,32.809487,32,30780
2020-04-29T21:14:58.000Z,30.38914,32.816743,32,30760
2020-04-29T21:17:28.000Z,30.377505,32.82424,32,30730
2020-04-29T21:19:40.000Z,30.367182,32.830921999999994,33,30750
2020-04-29T21:23:11.000Z,30.350723,32.841458,33,30700
2020-04-29T21:27:40.000Z,30.329465000000006,32.854927,33,30690
2020-04-29T21:31:34.000Z,30.310813,32.866675,33,30680
2020-04-29T21:35:28.000Z,30.292095,32.878285,33,30580
2020-04-29T21:39:16.000Z,30.273738,32.889447,33,30590
2020-04-29T21:43:10.000Z,30.254917,32.900997,33,30620
2020-04-29T21:45:34.000Z,30.243402000000003,32.90811,33,30650
2020-04-29T21:49:46.000Z,30.223213,32.920691999999995,33,30660
2020-04-29T21:53:14.000Z,30.206458,32.931255,33,30700
2020-04-29T21:55:09.000Z,30.1974,32.936988,33,30710
2020-04-29T21:59:32.000Z,30.176477,32.95029,33,30680
2020-04-29T22:03:17.000Z,30.158603000000006,32.961485,33,30660
2020-04-29T22:05:15.000Z,30.14898,32.967447,33,30650
2020-04-29T22:09:44.000Z,30.127275,32.980832,33,30580
2020-04-29T22:13:15.000Z,30.11026,32.991137,33,30620
2020-04-29T22:15:26.000Z,30.099815000000003,32.997775,33,30710
2020-04-29T22:19:02.000Z,30.08286,33.008758,33,30810
2020-04-29T22:23:28.000Z,30.061982,33.022387,33,30800
2020-04-29T22:27:26.000Z,30.043185,33.034702,33,30880
2020-04-29T22:31:45.000Z,30.022965000000006,33.048262,33,30860
2020-04-29T22:35:51.000Z,30.003615000000003,33.061295,33,30880
2020-04-29T22:39:20.000Z,29.987142,33.072443,33,30860
2020-04-29T22:43:09.000Z,29.96931,33.084418,33,30870
2020-04-29T22:46:39.000Z,29.952837,33.095508,33,30870
2020-04-29T22:48:38.000Z,29.943548,33.10176,33,30870
2020-04-29T22:50:08.000Z,29.93644,33.106525,33,30890
2020-04-29T22:51:56.000Z,29.927977,33.11233,33,30920
2020-04-29T22:54:34.000Z,29.915817,33.120608000000004,33,30910
2020-04-29T22:56:02.000Z,29.908818,33.125428,33,30910
2020-04-29T22:59:04.000Z,29.894837,33.135005,33,30920
2020-04-29T23:01:04.000Z,29.885487,33.141373,33,30920
2020-04-29T23:04:57.000Z,29.867395,33.153867,33,30950
2020-04-29T23:09:26.000Z,29.846535,33.168252,33,30940
2020-04-29T23:13:21.000Z,29.828423,33.18084,33,30980
2020-04-29T23:17:04.000Z,29.811582,33.192682,33,31010
2020-04-29T23:21:02.000Z,29.79323,33.205702,33,31060
2020-04-29T23:25:04.000Z,29.775028,33.218782,33,31090
2020-04-29T23:28:21.000Z,29.760062,33.229748,33,31100
2020-04-29T23:30:34.000Z,29.750043,33.237112,33,31120
2020-04-29T23:31:21.000Z,29.746462,33.239740000000005,33,31110
2020-04-29T23:35:10.000Z,29.729098,33.252363,33,31050
2020-04-29T23:39:05.000Z,29.7112,33.265122,33,31040
2020-04-29T23:39:40.000Z,29.708385,33.26716,33,31040
2020-04-29T23:42:11.000Z,29.696823,33.275477,33,31050
2020-04-29T23:43:04.000Z,29.692752,33.278388,34,31060
2020-04-29T23:46:35.000Z,29.676423,33.29003,34,31060
2020-04-29T23:49:09.000Z,29.664467,33.298648,34,31050
2020-04-29T23:53:34.000Z,29.644087,33.313182,34,31060
2020-04-29T23:56:33.000Z,29.630155,33.323172,34,31040
2020-04-30T00:01:04.000Z,29.609337,33.338132,34,31070
2020-04-30T00:05:10.000Z,29.590227,33.351696999999994,34,31060
2020-04-30T00:07:34.000Z,29.579188,33.359727,34,31050
2020-04-30T00:13:35.000Z,29.551378000000003,33.379490000000004,33,30940
2020-04-30T00:16:29.000Z,29.537827000000004,33.38878,33,30950
2020-04-30T00:18:05.000Z,29.530343,33.394008,34,30950
2020-04-30T00:25:34.000Z,29.494957,33.418193,34,30900
2020-04-30T00:29:04.000Z,29.4783,33.429577,34,30910
2020-04-30T00:32:32.000Z,29.46177,33.440748,34,30920
2020-04-30T00:35:11.000Z,29.449427000000004,33.449117,33,30890
2020-04-30T00:38:34.000Z,29.433313,33.459996999999994,33,30930
2020-04-30T00:40:57.000Z,29.422028000000005,33.467677,33,30880
2020-04-30T00:43:03.000Z,29.412085,33.474383,33,30900
2020-04-30T00:45:03.000Z,29.402723,33.48069,33,30900
2020-04-30T00:49:20.000Z,29.382633,33.49436,33,30900
2020-04-30T00:53:14.000Z,29.364177,33.506843,33,30920
2020-04-30T00:55:35.000Z,29.353383,33.514265,33,30910
2020-04-30T01:02:33.000Z,29.320892,33.53649,33,30940
2020-04-30T01:05:11.000Z,29.308693,33.544732,33,30930
2020-04-30T01:09:05.000Z,29.290657,33.557198,33,30940
2020-04-30T01:12:34.000Z,29.274638,33.568234999999994,33,30930
2020-04-30T01:17:08.000Z,29.253482,33.582795000000004,33,30960
2020-04-30T01:21:04.000Z,29.235532,33.595263,33,31000
2020-04-30T01:25:34.000Z,29.214802,33.609612,33,30970
2020-04-30T01:28:38.000Z,29.200598,33.619402,33,30950
2020-04-30T01:31:04.000Z,29.189533,33.627068,33,30970
2020-04-30T01:42:30.000Z,29.18305,33.63152,33,30900
2020-04-30T02:04:30.000Z,29.033748,33.733457,33,30900
2020-04-30T02:10:20.000Z,29.00623,33.75235,33,30910
2020-04-30T02:15:04.000Z,28.984223,33.767363,33,30900
2020-04-30T02:16:04.000Z,28.979462,33.770655,33,30890
2020-04-30T02:21:11.000Z,28.955107,33.786908000000004,33,30820
2020-04-30T02:22:45.000Z,28.947428,33.791940000000004,33,30810
2020-04-30T02:24:45.000Z,28.93784,33.798268,33,30820
2020-04-30T02:27:53.000Z,28.922873,33.807957,33,30800
2020-04-30T02:35:23.000Z,28.886682,33.83138,33,30800
2020-04-30T03:00:16.000Z,28.7676,33.90803,33,30740
2020-04-30T03:01:01.000Z,28.762743,33.911177,33,30740
2020-04-30T03:06:45.000Z,28.731948,33.931007,33,30700
2020-04-30T03:14:42.000Z,28.697245,33.953308,33,30800
2020-04-30T03:16:14.000Z,28.689432,33.958418,33,30800
2020-04-30T03:20:54.000Z,28.66722,33.9728,33,30800
2020-04-30T03:29:53.000Z,28.623642,34.001007,33,30800
