114.27975,21.675712
,113.33247,17.48255
,113.33243,17.48253
,111.253707,10.91552
110.381387,8.34128
109.772028,6.587222
108.628663,3.333065
108.45082,2.834032
107.312372,-3.20756
107.514518,-3.737848
107.497477,-4.12677
107.475655,-4.389433
107.403335,-4.532583
107.2616,-4.810637
107.255325,-4.822962
107.206533,-4.921227
107.195573,-4.940347
107.161173,-5.001253
107.1336,-5.062187
107.073893,-5.169387
107.005812,-5.353272
106.982238,-5.505382
106.955468,-5.655237
106.950417,-5.679218
106.941387,-5.752127
106.939135,-5.770727
106.927033,-5.824728
106.915942,-5.863093
106.910568,-5.884315
106.910257	-5.893862
106.908423	-5.932477
106.897407	-5.967397
106.895843	-5.971127
106.891848	-5.983767
106.891005	-5.986253
106.88935	-5.990247
106.887962	-5.990087
106.88692	-5.990047
106.883738	-5.990108
106.882565	-5.990165
106.879855	-5.990323
106.8775	-5.990432
106.875843	-5.990495
106.875622	-5.993655
106.879817	-5.99457
106.881068	-5.994947
106.881451	-5.995326
106.88155	-5.995773
106.88095	-5.996128
106.880522	-6.00179
106.879028	-6.009403
106.879592	-6.02615
106.879443	-6.0323
106.879215	-6.03456
106.878357	-6.038123
106.877963	-6.039027
106.877457	-6.039908
106.879047	-6.049483
106.881712	-6.065662
106.882757	-6.087713
106.884665	-6.09306
106.889222	-6.094858
106.894788	-6.095515
106.899128	-6.09582
106.903423	-6.095932
106.908237	-6.096063
106.913923	-6.0941
106.915243	-6.094093
106.91663	-6.093852
106.9165	-6.092408
106.917403	-6.092205
106.91867	-6.091485
106.919383	-6.09105
