timestamp,longitude,latitude,speed,direction
2019-01-01T03:12:13.000Z,29.74299,40.76039,0,20500
2019-01-01T05:26:30.000Z,29.742998,40.760422,0,10970
2019-01-01T06:02:30.000Z,29.743007,40.7604,0,2630
2019-01-01T06:08:30.000Z,29.742912,40.760407,0,670
2019-01-01T06:20:29.000Z,29.743002,40.7604,0,34030
2019-01-01T06:26:30.000Z,29.742962,40.760372,0,32960
2019-01-01T06:32:31.000Z,29.742968,40.760375,0,31940
2019-01-01T08:13:55.000Z,29.71814,40.75591,19,25100
2019-01-01T08:19:52.000Z,29.636812,40.747127,27,27450
2019-01-01T08:22:52.000Z,29.620663,40.748317,27,27590
2019-01-01T09:37:38.000Z,29.275008000000003,40.760892,27,29070
2019-01-01T09:40:58.000Z,29.257957,40.766253000000006,27,29660
2019-01-01T11:31:32.000Z,28.725417,40.927593,24,32330
2019-01-01T13:34:39.000Z,28.67077,40.95901,0,26000
2019-01-01T14:36:01.000Z,28.67073,40.959018,0,26020
2019-01-01T16:06:00.000Z,28.670765000000006,40.95902,0,30860
2019-01-01T18:42:38.000Z,28.6708,40.95903,0,31400
2019-01-01T21:29:59.000Z,28.670768,40.959053,0,34480
2019-01-01T22:00:01.000Z,28.670792,40.95902,0,33820
2019-01-01T23:31:01.000Z,28.67083,40.95907,0,31400
2019-01-02T00:05:59.000Z,28.670778,40.959028,0,23960
2019-01-02T03:44:59.000Z,28.670812,40.959022,0,30090
2019-01-02T04:26:29.000Z,28.670790000000004,40.95902,0,30700
2019-01-02T05:12:00.000Z,28.67076,40.959053,0,29730
